"no","index","flux_id","plot","date","start_time","end_time","component","status","species","analyzer","analyzer_id","chamber","chamber_class","chamber_vol","chamber_area","height","diameter","stem_temp","air_temp","soil_temp","lenticels","above","water_depth","datetime","date_only"
248,"Oct_22_248","Oct_22_248_BL60_stem","BL60","10/25/22","13:35:50","13:38:54","stem","Alive","RHMA","LGR","LGR1","A4","A",NA,NA,"1",5,30.9,28.5,23.5,"no","Water",4,2022-10-25 13:35:50,2022-10-25
246,"Oct_22_246","Oct_22_246_BL60_stem","BL60","10/25/22","13:14:00","13:17:06","stem","Alive","RHMA","LGR","LGR1","A4","A",NA,NA,"150",5.2,29.2,24.8,23.4,"no","Water",4,2022-10-25 13:14:00,2022-10-25
259,"Oct_22_259","Oct_22_259_BL60_stem","BL60","10/25/22","11:06:50","11:09:56","stem","Alive","LARA","LGR","LGR1","A4","A",NA,NA,"100",4.2,NA,24.8,23.3,"no","Sediment",NA,2022-10-25 11:06:50,2022-10-25
247,"Oct_22_247","Oct_22_247_BL60_stem","BL60","10/25/22","13:21:18","13:24:32","stem","Alive","RHMA","LGR","LGR1","A4","A",NA,NA,"18",3.5,26.3,24.8,23.4,"no","Water",4,2022-10-25 13:21:18,2022-10-25
266,"Oct_22_266","Oct_22_266_BL60_stem","BL60","10/25/22","12:23:00","12:26:16","stem","Dead","COER","LGR","LGR1","B6","B",NA,NA,"0",8.9,24.8,27.9,23.1,"no","Sediment",NA,2022-10-25 12:23:00,2022-10-25
265,"Oct_22_265","Oct_22_265_BL60_stem","BL60","10/25/22","12:12:30","12:15:48","stem","Alive","COER","LGR","LGR1","B6","B",NA,NA,"100",13.7,25.5,26.9,23.4,"no","Sediment",NA,2022-10-25 12:12:30,2022-10-25
249,"Oct_22_249","Oct_22_249_BL60_stem","BL60","10/25/22","13:44:15","13:47:40","stem","Alive","RHMA","LGR","LGR1","A4","A",NA,NA,"2",4.8,30.2,28.5,23.5,"no","Water",4,2022-10-25 13:44:15,2022-10-25
264,"Oct_22_264","Oct_22_264_BL60_stem","BL60","10/25/22","12:03:45","12:07:12","stem","Alive","COER","LGR","LGR1","C4","C",NA,NA,"50",15.5,25.3,26.9,23.4,"no","Sediment",NA,2022-10-25 12:03:45,2022-10-25
268,"Oct_22_268","Oct_22_268_BL60_stem","BL60","10/25/22","12:44:00","12:48:05","stem","Dead","COER","LGR","LGR1","A4","A",NA,NA,"100",7.1,27.8,27.9,23.1,"no","Sediment",NA,2022-10-25 12:44:00,2022-10-25
269,"Oct_22_269","Oct_22_269_Long Pine Key_stem","Long Pine Key","10/26/22","13:46:00","13:49:00","stem","Alive","Slash Pine","LGR","LGR2","C3","C",NA,NA,"57",23.7,32.8,31.2,25.1,"no","Sediment",NA,2022-10-26 13:46:00,2022-10-26
271,"Oct_22_271","Oct_22_271_Long Pine Key_stem","Long Pine Key","10/26/22","14:01:00","14:04:00","stem","Alive","Slash Pine","LGR","LGR2","C3","C",NA,NA,"97",23.2,33.3,31.2,25.1,"no","Sediment",NA,2022-10-26 14:01:00,2022-10-26
272,"Oct_22_272","Oct_22_272_Mahogany Hammock_stem","Mahogany Hammock","10/26/22","15:18:00","15:21:00","stem","Alive","Mahogany","LGR","LGR2","D1","D",NA,NA,"25",68.3,25.7,27.6,24.4,"no","Sediment",NA,2022-10-26 15:18:00,2022-10-26
273,"Oct_22_273","Oct_22_273_Mahogany Hammock_stem","Mahogany Hammock","10/26/22","15:23:30","15:26:30","stem","Alive","Mahogany","LGR","LGR2","D1","D",NA,NA,"95",64,26.1,27.6,24.4,"no","Sediment",NA,2022-10-26 15:23:30,2022-10-26
274,"Oct_22_274","Oct_22_274_Mahogany Hammock_stem","Mahogany Hammock","10/26/22","15:31:00","15:34:00","stem","Alive","Mahogany","LGR","LGR2","D1","D",NA,NA,"135",62.1,26.6,27.6,24.4,"no","Sediment",NA,2022-10-26 15:31:00,2022-10-26
275,"Oct_22_275","Oct_22_275_Cypress Boardwalk_stem","Cypress Boardwalk","10/26/22","17:31:30","17:34:30","stem","Alive","Cyprus","LGR","LGR2","A2","A",NA,NA,"12",31.2,27.7,29.2,NA,"no","Water",34,2022-10-26 17:31:30,2022-10-26
276,"Oct_22_276","Oct_22_276_Cypress Boardwalk_stem","Cypress Boardwalk","10/26/22","17:40:00","17:43:00","stem","Alive","Cyprus","LGR","LGR2","B6","B",NA,NA,"57",17,35.5,29.2,NA,"no","Water",34,2022-10-26 17:40:00,2022-10-26
277,"Oct_22_277","Oct_22_277_Cypress Boardwalk_stem","Cypress Boardwalk","10/26/22","17:50:30","17:53:30","stem","Alive","Cyprus","LGR","LGR2","A4","A",NA,NA,"85",13.5,30.8,29.2,NA,"no","Water",34,2022-10-26 17:50:30,2022-10-26
270,"Oct_22_270","Oct_22_270_Long Pine Key_stem","Long Pine Key","10/26/22","13:52:00","13:55:00","stem","Alive","Slash Pine","LGR","LGR2","C3","C",NA,NA,"27",26.6,31.4,31.2,25.1,"no","Sediment",NA,2022-10-26 13:52:00,2022-10-26
278,"Oct_22_278","Oct_22_278_SRS5_stem","SRS5","3/12/23","15:13:00","15:18:00","stem","Alive","LARA","LGR","LGR3","D2","D",NA,NA,"50",31,26.4,28.3,23.7,"no","Water",1.5,2023-03-12 15:13:00,2023-03-12
279,"Oct_22_279","Oct_22_279_SRS5_stem","SRS5","3/12/23","15:21:00","15:26:00","stem","Alive","LARA","LGR","LGR3","D2","D",NA,NA,"92",30,27,28.3,23.7,"no","Water",1.5,2023-03-12 15:21:00,2023-03-12
280,"Oct_22_280","Oct_22_280_SRS5_stem","SRS5","3/12/23","15:28:00","15:32:00","stem","Alive","LARA","LGR","LGR3","D2","D",NA,NA,"150",28.1,27.1,28.3,23.7,"no","Water",1.5,2023-03-12 15:28:00,2023-03-12
281,"Oct_22_281","Oct_22_281_SRS5_stem","SRS5","3/12/23","15:30:21","15:43:21","stem","Alive","LARA","LGR","LGR3","D2","D",NA,NA,"40",43,27.5,27.8,23.6,"no","Water",5,2023-03-12 15:30:21,2023-03-12
282,"Oct_22_282","Oct_22_282_SRS5_stem","SRS5","3/12/23","15:45:08","15:48:08","stem","Alive","LARA","LGR","LGR3","D2","D",NA,NA,"115",40.4,27.8,27.8,23.6,"no","Water",5,2023-03-12 15:45:08,2023-03-12
283,"Oct_22_283","Oct_22_283_SRS5_stem","SRS5","3/12/23","15:49:00","15:54:00","stem","Alive","LARA","LGR","LGR3","D2","D",NA,NA,"165",42,29,27.8,23.6,"no","Water",5,2023-03-12 15:49:00,2023-03-12
311,"Mar_23_311","Mar_23_311_BL60_leaves","BL60","3/19/23","14:30:00","14:33:00","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,28.8,NA,"","sediment",NA,2023-03-19 14:30:00,2023-03-19
312,"Mar_23_312","Mar_23_312_BL60_leaves","BL60","3/19/23","14:34:30","14:37:30","leaves","alive","RHMA","LGR","LGR1","LeafB","LB",NA,NA,NA,NA,NA,28.8,NA,"","sediment",NA,2023-03-19 14:34:30,2023-03-19
